,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,11,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,11,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,11,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,11,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,11,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,11,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,11,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,11,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,11,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBP,True,11,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,11,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,11,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,11,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,11,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,11,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,11,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,11,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,11,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,11,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,11,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,11,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,11,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,11,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,11,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,12,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,12,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,12,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,12,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,12,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,12,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,12,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,12,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,12,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,12,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,12,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBZ,False,12,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,12,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,12,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,12,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,12,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,12,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,12,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,12,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,12,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,12,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,12,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,12,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,12,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,12,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,12,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,12,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,12,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,12,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBZ,False,12,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,12,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,12,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,12,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,12,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,12,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,12,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,13,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,13,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,13,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBP,True,13,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,13,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,13,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,13,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBP,True,13,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,13,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,13,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,13,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBP,True,13,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,13,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,13,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,13,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,13,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,13,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,13,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,13,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,13,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,13,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBP,True,13,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBP,True,13,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,13,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,13,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,13,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,13,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,13,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,13,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,13,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,13,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,13,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBP,True,13,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,13,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBP,True,13,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,13,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,14,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,14,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBZ,False,14,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,14,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,14,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,14,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,14,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,14,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,14,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,14,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,14,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBZ,False,14,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,14,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,14,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,14,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,14,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,14,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,14,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,14,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,14,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,14,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,14,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,14,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,14,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,14,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,14,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,14,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,14,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,14,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBZ,False,14,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,14,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,14,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,14,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,14,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,14,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,14,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,15,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,15,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,15,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,15,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,15,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,15,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,15,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,15,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,15,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,15,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,15,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBP,True,15,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,15,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,15,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,15,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,15,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,15,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,15,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,15,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,15,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,15,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,15,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,15,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,15,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,15,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,15,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,15,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,15,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,15,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,15,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,15,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,15,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,15,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,15,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,15,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,15,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,16,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,16,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,16,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBP,True,16,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,16,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,16,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,16,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBP,True,16,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,16,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,16,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,16,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBP,True,16,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,16,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,16,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBP,True,16,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,16,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,16,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,16,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,16,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,16,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,16,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBP,True,16,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBP,True,16,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,16,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,16,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,16,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,16,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,16,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,16,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,16,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,16,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,16,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBP,True,16,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,16,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,16,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,16,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,17,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,17,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBP,True,17,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,17,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,17,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,17,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,17,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,17,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,17,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,17,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,17,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBZ,False,17,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,17,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,17,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,17,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,17,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,17,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,17,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,17,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,17,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,17,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBP,True,17,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBZ,False,17,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,17,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,17,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,17,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,17,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,17,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,17,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBZ,False,17,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,17,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,17,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBZ,False,17,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,17,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,17,1000
215,orig_multiple_attractors,36,SPS,the conductor that flew the NNS through the cloud,VBZ,VBZ,False,17,1000
5,orig_multiple_attractors,1,SPS,the bird that ate the worms near the tree,VBZ,VBZ,False,18,1000
11,orig_multiple_attractors,2,SPS,the man that played the songs for the crowd,VBZ,VBZ,False,18,1000
17,orig_multiple_attractors,3,SPS,the doctor that helped the nurses in the lab,VBZ,VBZ,False,18,1000
23,orig_multiple_attractors,4,SPS,the artist that painted the pictures on the canvas,VBZ,VBZ,False,18,1000
29,orig_multiple_attractors,5,SPS,the wrestler that fought the enemies in the ring,VBZ,VBZ,False,18,1000
35,orig_multiple_attractors,6,SPS,the student that read the books near the window,VBZ,VBZ,False,18,1000
41,orig_multiple_attractors,7,SPS,the teacher that wrote the words on the board,VBZ,VBZ,False,18,1000
47,orig_multiple_attractors,8,SPS,the cop that searched the streets for the criminal,VBZ,VBZ,False,18,1000
53,orig_multiple_attractors,9,SPS,the banker that checked the accounts for the error,VBZ,VBZ,False,18,1000
59,orig_multiple_attractors,10,SPS,the actor that performed the shows on the stage,VBZ,VBZ,False,18,1000
65,orig_multiple_attractors,11,SPS,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,18,1000
71,orig_multiple_attractors,12,SPS,the coach that watched the players for the mistake,VBZ,VBP,True,18,1000
77,orig_multiple_attractors,13,SPS,the father that cleaned the dishes near the table,VBZ,VBZ,False,18,1000
83,orig_multiple_attractors,14,SPS,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,18,1000
89,orig_multiple_attractors,15,SPS,the customer that paid the bills in the restaurant,VBZ,VBZ,False,18,1000
95,orig_multiple_attractors,16,SPS,the captain that steered the ships through the storm,VBZ,VBZ,False,18,1000
101,orig_multiple_attractors,17,SPS,the chef that cooked the dinners near the stove,VBZ,VBZ,False,18,1000
107,orig_multiple_attractors,18,SPS,the pilot that flew the airplanes around the country,VBZ,VBZ,False,18,1000
113,orig_multiple_attractors,19,SPS,the frog that ate the flies near the pond,VBZ,VBZ,False,18,1000
119,orig_multiple_attractors,20,SPS,the child that played the games with the friend,VBZ,VBZ,False,18,1000
125,orig_multiple_attractors,21,SPS,the guide that helped the students with the test,VBZ,VBP,True,18,1000
131,orig_multiple_attractors,22,SPS,the brush that painted the images on the wall,VBZ,VBZ,False,18,1000
137,orig_multiple_attractors,23,SPS,the punk that fought the senators in the alley,VBZ,VBP,True,18,1000
143,orig_multiple_attractors,24,SPS,the speaker that read the stories to the student,VBZ,VBZ,False,18,1000
149,orig_multiple_attractors,25,SPS,the teen that wrote the poems about the girl,VBZ,VBZ,False,18,1000
155,orig_multiple_attractors,26,SPS,the child that searched the drawers for the treat,VBZ,VBZ,False,18,1000
161,orig_multiple_attractors,27,SPS,the assistant that checked the NNS for the letter,VBZ,VBZ,False,18,1000
167,orig_multiple_attractors,28,SPS,the guitarist that performed the solos on the tour,VBZ,VBZ,False,18,1000
173,orig_multiple_attractors,29,SPS,the needle that stabbed the threads into the fabric,VBZ,VBZ,False,18,1000
179,orig_multiple_attractors,30,SPS,the spectator that watched the movies in the theater,VBZ,VBP,True,18,1000
185,orig_multiple_attractors,31,SPS,the maid that cleaned the bathrooms in the house,VBZ,VBZ,False,18,1000
191,orig_multiple_attractors,32,SPS,the fan that drank the beers at the game,VBZ,VBZ,False,18,1000
197,orig_multiple_attractors,33,SPS,the principal that paid the carpenters for the repair,VBZ,VBP,True,18,1000
203,orig_multiple_attractors,34,SPS,the driver that steered the cars into the tree,VBZ,VBZ,False,18,1000
209,orig_multiple_attractors,35,SPS,the volunteer that cooked the meals for the refugee,VBZ,VBZ,False,18,1000
